Date,"BYU Cougars football"
2019-09-22,961
2019-09-23,488
2019-09-24,540
2019-09-25,376
2019-09-26,379
2019-09-27,460
2019-09-28,1007
2019-09-29,817
2019-09-30,653
2019-10-01,358
2019-10-02,344
2019-10-03,259
2019-10-04,284
2019-10-05,367
2019-10-06,413
2019-10-07,408
2019-10-08,307
2019-10-09,269
2019-10-10,267
2019-10-11,410
2019-10-12,1087
2019-10-13,789
2019-10-14,365
2019-10-15,457
2019-10-16,283
2019-10-17,267
2019-10-18,381
2019-10-19,508
2019-10-20,1789
2019-10-21,486
2019-10-22,526
2019-10-23,329
2019-10-24,272
2019-10-25,244
2019-10-26,349
2019-10-27,513
2019-10-28,494
2019-10-29,313
2019-10-30,304
2019-10-31,201
2019-11-01,260
2019-11-02,370
2019-11-03,1100
2019-11-04,461
2019-11-05,276
2019-11-06,271
2019-11-07,503
2019-11-08,399
2019-11-09,434
2019-11-10,891
2019-11-11,377
2019-11-12,422
2019-11-13,581
2019-11-14,332
2019-11-15,298
2019-11-16,507
2019-11-17,657
2019-11-18,473
2019-11-19,841
2019-11-20,472
2019-11-21,317
2019-11-22,292
2019-11-23,527
2019-11-24,644
2019-11-25,533
2019-11-26,307
2019-11-27,380
2019-11-28,300
2019-11-29,1592
2019-11-30,729
2019-12-01,1420
2019-12-02,549
2019-12-03,479
2019-12-04,449
2019-12-05,376
2019-12-06,364
2019-12-07,730
2019-12-08,853
2019-12-09,500
2019-12-10,332
2019-12-11,280
2019-12-12,312
2019-12-13,285
2019-12-14,374
2019-12-15,329
2019-12-16,272
2019-12-17,485
2019-12-18,322
2019-12-19,346
2019-12-20,253
2019-12-21,323
2019-12-22,514
2019-12-23,438
2019-12-24,955
2019-12-25,6079
2019-12-26,582
2019-12-27,377
2019-12-28,564
2019-12-29,530
2019-12-30,891
2019-12-31,747
2020-01-01,516
2020-01-02,364
2020-01-03,343
2020-01-04,303
2020-01-05,2937
2020-01-06,632
2020-01-07,399
2020-01-08,336
2020-01-09,342
2020-01-10,302
2020-01-11,261
2020-01-12,1036
2020-01-13,470
2020-01-14,452
2020-01-15,286
2020-01-16,263
2020-01-17,270
2020-01-18,244
2020-01-19,1635
2020-01-20,1073
2020-01-21,526
2020-01-22,317
2020-01-23,288
2020-01-24,275
2020-01-25,251
2020-01-26,220
2020-01-27,202
2020-01-28,274
2020-01-29,269
2020-01-30,363
2020-01-31,363
2020-02-01,288
2020-02-02,760
2020-02-03,6238
2020-02-04,908
2020-02-05,442
2020-02-06,308
2020-02-07,271
2020-02-08,241
2020-02-09,231
2020-02-10,230
2020-02-11,378
2020-02-12,277
2020-02-13,227
2020-02-14,191
2020-02-15,159
2020-02-16,226
2020-02-17,163
2020-02-18,215
2020-02-19,163
2020-02-20,161
2020-02-21,177
2020-02-22,138
2020-02-23,244
2020-02-24,222
2020-02-25,135
2020-02-26,100
2020-02-27,150
2020-02-28,110
2020-02-29,140
2020-03-01,105
2020-03-02,133
2020-03-03,122
2020-03-04,103
2020-03-05,146
2020-03-06,127
2020-03-07,174
2020-03-08,127
2020-03-09,145
2020-03-10,191
2020-03-11,137
2020-03-12,97
2020-03-13,85
2020-03-14,74
2020-03-15,107
2020-03-16,91
2020-03-17,182
2020-03-18,119
2020-03-19,181
2020-03-20,133
2020-03-21,172
2020-03-22,193
2020-03-23,156
2020-03-24,146
2020-03-25,146
2020-03-26,158
2020-03-27,138
2020-03-28,125
2020-03-29,141
2020-03-30,143
2020-03-31,164
2020-04-01,160
2020-04-02,148
2020-04-03,174
2020-04-04,163
2020-04-05,201
2020-04-06,233
2020-04-07,164
2020-04-08,146
2020-04-09,164
2020-04-10,216
2020-04-11,205
2020-04-12,174
2020-04-13,187
2020-04-14,190
2020-04-15,196
2020-04-16,194
2020-04-17,199
2020-04-18,170
2020-04-19,182
2020-04-20,187
2020-04-21,188
2020-04-22,170
2020-04-23,232
2020-04-24,325
2020-04-25,304
2020-04-26,428
2020-04-27,381
2020-04-28,331
2020-04-29,244
2020-04-30,224
2020-05-01,243
2020-05-02,226
2020-05-03,246
2020-05-04,205
2020-05-05,212
2020-05-06,225
2020-05-07,188
2020-05-08,217
2020-05-09,191
2020-05-10,214
2020-05-11,181
2020-05-12,246
2020-05-13,184
2020-05-14,188
2020-05-15,180
2020-05-16,193
2020-05-17,157
2020-05-18,164
2020-05-19,168
2020-05-20,169
2020-05-21,204
2020-05-22,200
2020-05-23,175
2020-05-24,187
2020-05-25,150
2020-05-26,179
2020-05-27,158
2020-05-28,218
2020-05-29,136
2020-05-30,125
2020-05-31,140
2020-06-01,127
2020-06-02,144
2020-06-03,80
2020-06-04,150
2020-06-05,144
2020-06-06,128
2020-06-07,138
2020-06-08,117
2020-06-09,138
2020-06-10,165
2020-06-11,146
2020-06-12,113
2020-06-13,104
2020-06-14,139
2020-06-15,119
2020-06-16,129
2020-06-17,97
2020-06-18,156
2020-06-19,110
2020-06-20,97
2020-06-21,108
2020-06-22,90
2020-06-23,139
2020-06-24,136
2020-06-25,110
2020-06-26,135
2020-06-27,115
2020-06-28,122
2020-06-29,119
2020-06-30,147
2020-07-01,155
2020-07-02,131
2020-07-03,131
2020-07-04,128
2020-07-05,166
2020-07-06,140
2020-07-07,159
2020-07-08,128
2020-07-09,230
2020-07-10,264
2020-07-11,262
2020-07-12,154
2020-07-13,185
2020-07-14,160
2020-07-15,162
2020-07-16,154
2020-07-17,139
2020-07-18,198
2020-07-19,260
2020-07-20,186
2020-07-21,139
2020-07-22,137
2020-07-23,132
2020-07-24,144
2020-07-25,149
2020-07-26,130
2020-07-27,124
2020-07-28,143
2020-07-29,160
2020-07-30,257
2020-07-31,211
2020-08-01,150
2020-08-02,162
2020-08-03,133
2020-08-04,187
2020-08-05,175
2020-08-06,197
2020-08-07,194
2020-08-08,160
2020-08-09,143
2020-08-10,202
2020-08-11,222
2020-08-12,248
2020-08-13,225
2020-08-14,168
2020-08-15,145
2020-08-16,144
2020-08-17,153
2020-08-18,160
2020-08-19,173
2020-08-20,208
2020-08-21,216
2020-08-22,130
2020-08-23,178
2020-08-24,156
2020-08-25,162
2020-08-26,143
2020-08-27,165
2020-08-28,145
2020-08-29,199
2020-08-30,230
2020-08-31,185
2020-09-01,159
2020-09-02,219
2020-09-03,204
2020-09-04,232
2020-09-05,357
2020-09-06,475
2020-09-07,940
2020-09-08,3668
2020-09-09,393
2020-09-10,283
2020-09-11,386
2020-09-12,292
2020-09-13,504
2020-09-14,270
2020-09-15,223
2020-09-16,218
2020-09-17,193
2020-09-18,215
2020-09-19,261
2020-09-20,321
2020-09-21,242
2020-09-22,272
2020-09-23,198
2020-09-24,175
2020-09-25,295
2020-09-26,362
2020-09-27,1967
2020-09-28,483
2020-09-29,403
2020-09-30,173
2020-10-01,213
2020-10-02,368
2020-10-03,1509
